"Moving Violations",,
"32nd Precinct",,
"  August ",,
032sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",6,113
"Bus Lane, Driving in",0,0
"Cell Phone",40,275
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,3
"Disobey Steady Red Signal",38,323
"Disobey Traffic Control Device",153,1130
"Equipment (Other)",2,63
"Fail to Keep Right",0,1
"Fail to Signal",18,204
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",9,204
"Improper Lights",0,0
"Improper Passing",1,6
"Improper Turn",54,474
"Improper/Missing Plates",7,16
"Not Giving R of W to Pedes.",71,273
"Not Giving R of W to Veh.",1,12
"One Way Street",0,6
"Pavement Markings",50,276
"Safety Belt",10,129
"School Bus, Passing Stopped",0,28
Speeding,23,378
Spillback,0,3
"Tinted Windows",3,152
"Truck Routes",0,3
U-Turn,2,27
Uninspected,3,27
Uninsured,10,117
"Unlicensed Operator",33,295
Unregistered,5,65
"Unsafe Lane Change",1,14
"Other Movers",21,202
"032TOTAL Movers ",562,4825
,,
"* All figures are preliminary and subject to change.",,
