"Moving Violations",,
"44th Precinct",,
"  August ",,
044sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",2,26
"Brake Lights (Defect.or Improper)",23,239
"Bus Lane, Driving in",0,0
"Cell Phone",59,519
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",53,390
"Disobey Traffic Control Device",160,1453
"Equipment (Other)",4,52
"Fail to Keep Right",0,1
"Fail to Signal",6,44
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",31,211
"Improper Lights",0,1
"Improper Passing",4,14
"Improper Turn",11,154
"Improper/Missing Plates",4,35
"Not Giving R of W to Pedes.",11,203
"Not Giving R of W to Veh.",7,17
"One Way Street",6,28
"Pavement Markings",3,74
"Safety Belt",83,634
"School Bus, Passing Stopped",13,164
Speeding,94,464
Spillback,0,20
"Tinted Windows",55,384
"Truck Routes",0,2
U-Turn,3,66
Uninspected,5,32
Uninsured,24,237
"Unlicensed Operator",58,441
Unregistered,17,160
"Unsafe Lane Change",1,10
"Other Movers",25,201
"044TOTAL Movers ",762,6277
,,
"* All figures are preliminary and subject to change.",,
