"Moving Violations",,
"6th Precinct",,
" January ",,
006sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",13,13
"Bus Lane, Driving in",0,0
"Cell Phone",65,65
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",83,83
"Disobey Traffic Control Device",173,173
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",43,43
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",15,15
"Improper Lights",0,0
"Improper Passing",12,12
"Improper Turn",79,79
"Improper/Missing Plates",9,9
"Not Giving R of W to Pedes.",55,55
"Not Giving R of W to Veh.",0,0
"One Way Street",3,3
"Pavement Markings",1,1
"Safety Belt",39,39
"School Bus, Passing Stopped",4,4
Speeding,17,17
Spillback,0,0
"Tinted Windows",37,37
"Truck Routes",0,0
U-Turn,0,0
Uninspected,3,3
Uninsured,8,8
"Unlicensed Operator",24,24
Unregistered,0,0
"Unsafe Lane Change",11,11
"Other Movers",31,31
"006TOTAL Movers ",726,726
,,
"* All figures are preliminary and subject to change.",,
