"Moving Violations",,
"115th Precinct",,
" January ",,
115sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",43,43
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",62,62
"Disobey Traffic Control Device",189,189
"Equipment (Other)",2,2
"Fail to Keep Right",0,0
"Fail to Signal",35,35
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",30,30
"Improper Passing",4,4
"Improper Turn",38,38
"Improper/Missing Plates",5,5
"Not Giving R of W to Pedes.",25,25
"Not Giving R of W to Veh.",2,2
"One Way Street",0,0
"Pavement Markings",31,31
"Safety Belt",34,34
"School Bus, Passing Stopped",2,2
Speeding,27,27
Spillback,10,10
"Tinted Windows",205,205
"Truck Routes",1,1
U-Turn,0,0
Uninspected,2,2
Uninsured,25,25
"Unlicensed Operator",166,166
Unregistered,7,7
"Unsafe Lane Change",0,0
"Other Movers",55,55
"115TOTAL Movers ",1000,1000
,,
"* All figures are preliminary and subject to change.",,
