"Moving Violations",,
"111th Precinct",,
" January ",,
111sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",225,225
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",40,40
"Disobey Traffic Control Device",107,107
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",12,12
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,0
"Improper Lights",4,4
"Improper Passing",0,0
"Improper Turn",2,2
"Improper/Missing Plates",2,2
"Not Giving R of W to Pedes.",53,53
"Not Giving R of W to Veh.",1,1
"One Way Street",1,1
"Pavement Markings",1,1
"Safety Belt",277,277
"School Bus, Passing Stopped",30,30
Speeding,30,30
Spillback,0,0
"Tinted Windows",105,105
"Truck Routes",14,14
U-Turn,5,5
Uninspected,22,22
Uninsured,11,11
"Unlicensed Operator",60,60
Unregistered,7,7
"Unsafe Lane Change",8,8
"Other Movers",165,165
"111TOTAL Movers ",1182,1182
,,
"* All figures are preliminary and subject to change.",,
