"Moving Violations",,
"41st Precinct",,
" January ",,
041sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",7,7
"Brake Lights (Defect.or Improper)",7,7
"Bus Lane, Driving in",0,0
"Cell Phone",19,19
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",47,47
"Disobey Traffic Control Device",266,266
"Equipment (Other)",2,2
"Fail to Keep Right",0,0
"Fail to Signal",7,7
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",18,18
"Improper Lights",1,1
"Improper Passing",3,3
"Improper Turn",70,70
"Improper/Missing Plates",13,13
"Not Giving R of W to Pedes.",37,37
"Not Giving R of W to Veh.",2,2
"One Way Street",2,2
"Pavement Markings",14,14
"Safety Belt",47,47
"School Bus, Passing Stopped",12,12
Speeding,61,61
Spillback,6,6
"Tinted Windows",178,178
"Truck Routes",42,42
U-Turn,9,9
Uninspected,2,2
Uninsured,67,67
"Unlicensed Operator",55,55
Unregistered,35,35
"Unsafe Lane Change",5,5
"Other Movers",21,21
"041TOTAL Movers ",1055,1055
,,
"* All figures are preliminary and subject to change.",,
