"Moving Violations",,
"Central Park Precinct",,
" January ",,
022sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",5,5
"Bus Lane, Driving in",17,17
"Cell Phone",19,19
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",12,12
"Disobey Traffic Control Device",11,11
"Equipment (Other)",2,2
"Fail to Keep Right",0,0
"Fail to Signal",8,8
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",12,12
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",100,100
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",19,19
"Not Giving R of W to Veh.",0,0
"One Way Street",0,0
"Pavement Markings",10,10
"Safety Belt",9,9
"School Bus, Passing Stopped",5,5
Speeding,39,39
Spillback,0,0
"Tinted Windows",38,38
"Truck Routes",0,0
U-Turn,0,0
Uninspected,7,7
Uninsured,11,11
"Unlicensed Operator",5,5
Unregistered,3,3
"Unsafe Lane Change",0,0
"Other Movers",8,8
"022TOTAL Movers ",342,342
,,
"* All figures are preliminary and subject to change.",,
