"Moving Violations",,
"6th Precinct",,
September,,
006sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,16
"Brake Lights (Defect.or Improper)",0,86
"Bus Lane, Driving in",0,0
"Cell Phone",102,1134
"Commercial Veh on Pkwy",1,1
"Defective Brakes",2,5
"Disobey Sign",93,1003
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",6,48
"Fail to Stop on Signal",107,858
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",5,168
"Improper Lights",0,0
"Improper Passing",2,39
"Improper Turn",80,896
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",69,588
"Not Giving R of W to Veh.",2,7
"One Way Street",11,136
"Pavement Markings",70,708
"Safety Belt",78,868
"School Bus, Passing Stopped",35,60
Speeding,11,63
Spillback,3,11
"Tinted Windows",4,93
"Truck Routes",0,4
U-Turn,0,20
Uninspected,1,3
Uninsured,22,247
"Unlicensed Operator",21,172
Unregistered,2,22
"Unsafe Lane Change",9,60
"Other Movers",35,422
"006    TOTAL Movers ",772,7744
"* All figures are preliminary and subject to change.",,
