"Moving Violations",,
"Central Park Precinct",,
"     May ",,
022sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",3,23
"Bus Lane, Driving in",15,57
"Cell Phone",16,76
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",22,105
"Disobey Traffic Control Device",19,112
"Equipment (Other)",3,33
"Fail to Keep Right",1,1
"Fail to Signal",6,27
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",0,24
"Improper Lights",0,0
"Improper Passing",0,4
"Improper Turn",209,828
"Improper/Missing Plates",1,10
"Not Giving R of W to Pedes.",55,147
"Not Giving R of W to Veh.",0,1
"OBSTRUCTED PLATE",0,0
"One Way Street",0,1
"Pavement Markings",20,81
"Safety Belt",36,72
"School Bus, Passing Stopped",0,6
Speeding,85,288
Spillback,0,0
"Tinted Windows",5,111
"Truck Routes",0,0
U-Turn,0,0
Uninspected,3,29
Uninsured,20,123
"Unlicensed Operator",10,53
Unregistered,9,31
"Unsafe Lane Change",0,3
"Other Movers",37,104
"022TOTAL Movers ",575,2353
,,
"* All figures are preliminary and subject to change.",,
