"Moving Violations",,
"30th Precinct",,
"     May ",,
030sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",7,26
"Bus Lane, Driving in",0,0
"Cell Phone",92,414
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",36,373
"Disobey Traffic Control Device",128,604
"Equipment (Other)",0,1
"Fail to Keep Right",0,0
"Fail to Signal",4,44
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,11
"Improper Lights",1,2
"Improper Passing",2,2
"Improper Turn",57,346
"Improper/Missing Plates",0,5
"Not Giving R of W to Pedes.",38,265
"Not Giving R of W to Veh.",0,5
"OBSTRUCTED PLATE",0,0
"One Way Street",0,1
"Pavement Markings",0,0
"Safety Belt",50,147
"School Bus, Passing Stopped",5,27
Speeding,75,240
Spillback,1,1
"Tinted Windows",16,124
"Truck Routes",2,49
U-Turn,0,2
Uninspected,1,12
Uninsured,10,50
"Unlicensed Operator",23,142
Unregistered,4,18
"Unsafe Lane Change",1,5
"Other Movers",18,126
"030TOTAL Movers ",575,3046
,,
"* All figures are preliminary and subject to change.",,
