"Moving Violations",,
"122nd Precinct",,
"November ",,
122sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,19
"Brake Lights (Defect.or Improper)",6,104
"Bus Lane, Driving in",0,10
"Cell Phone",80,1126
"Commercial Veh on Pkwy",5,49
"Defective Brakes",1,7
"Disobey Steady Red Signal",48,414
"Disobey Traffic Control Device",339,3222
"Equipment (Other)",3,110
"Fail to Keep Right",0,13
"Fail to Signal",92,813
"Following Too Closely",4,23
"Headlights (Defect. or Improper)",3,72
"Improper Lights",0,0
"Improper Passing",3,36
"Improper Turn",16,122
"Improper/Missing Plates",5,188
"Not Giving R of W to Pedes.",35,368
"Not Giving R of W to Veh.",4,60
"OBSTRUCTED PLATE",2,18
"One Way Street",1,54
"Pavement Markings",22,371
"Safety Belt",80,1321
"School Bus, Passing Stopped",11,56
Speeding,219,1901
Spillback,12,28
"Tinted Windows",62,857
"Truck Routes",0,24
U-Turn,4,149
Uninspected,7,103
Uninsured,71,678
"Unlicensed Operator",61,1045
Unregistered,13,242
"Unsafe Lane Change",6,111
"Other Movers",183,1658
"122TOTAL Movers ",1400,15372
,,
"* All figures are preliminary and subject to change.",,
