Backing Unsafely,11,28
Brake Lights (Defect.or Improper),121,277
"Bus Lane, Driving in",0,5
Cell Phone,697,1417
Commercial Veh on Pkwy,6,8
Defective Brakes,1,16
Disobey Steady Red Signal,940,2011
Disobey Traffic Control Device,2431,5030
Equipment (Other),19,56
Fail to Keep Right,1,5
Fail to Signal,211,468
Following Too Closely,3,7
Headlights (Defect. or Improper),161,329
Improper Lights,6,16
Improper Passing,21,46
Improper Turn,604,1268
Improper/Missing Plates,43,97
Not Giving R of W to Pedes.,326,777
Not Giving R of W to Veh.,31,66
OBSTRUCTED PLATE,55,103
One Way Street,96,170
Pavement Markings,34,82
Safety Belt,746,1464
"School Bus, Passing Stopped",49,59
Speeding,570,1446
Spillback,11,19
Tinted Windows,984,2034
Truck Routes,24,33
U-Turn,14,31
Uninspected,38,70
Uninsured,282,647
Unlicensed Operator,590,1251
Unregistered,119,254
Unsafe Lane Change,13,24
Other Movers,850,1658
TOTAL Movers,10108,21272
Brooklyn North,,
