Patrol Bureau,,
Backing Unsafely,65,156
Bike Lane,31,50
Bus Lane,42,98
Cell Phone,4024,8253
Commercial Veh on Pkwy,19,51
Cruising For Passengers,1,3
Disobey Traffic Control Device,15439,33344
Driving Too Slow,7,9
Equipment,2186,4372
Equipment (Other),0,6
Excessive Noise,1,1
Fail to Keep Right,19,29
Fail to yield Right of Way to Pedestrian,4249,9778
Failure to Signal,1834,3848
Following Too Closely,23,52
Improper Passing,147,315
Improper Taxi Pickup,50,97
Improper Turn,6314,13531
Improper/Missing Plates,85,154
Lamps and Other Equipment on Bicycle,13,20
Motorcycle (Other),33,51
Not Giving R of W to Veh.,135,279
Obstructed Plate,576,1180
One Way Street,416,788
Overheight,0,1
Overlength,5,6
Overweight,0,0
Overwidth,0,0
Pavement Markings,15,30
Red Light,5828,12089
School Bus,119,277
Scooter In NYC,0,0
Seat Belt,5492,11116
Speeding,5305,12107
Spillback,45,115
TBTA Rule,0,0
Tints,4021,8629
TLC (Other),0,0
Truck Route,206,396
Uninspected,250,608
Uninsured,1191,2541
Unlicensed Operator,3750,8060
Unregistered,666,1488
Unsafe Lane Change,242,558
Other Movers,6303,12330
TOTAL Movers,69147,146816
