Staten Island,,
Backing Unsafely,2,42
Brake Lights (Defect.or  Improper),226,2293
"Bus Lane, Driving in",97,155
Cell Phone,455,4824
Commercial Veh on Pkwy,9,65
Defective Brakes,0,7
Disobey Sign,209,2393
Equipment (Other),32,580
Fail to Keep Right,3,42
Fail to Signal,95,988
Fail to Stop on Signal,110,1050
Following Too Closely,9,69
Headlights (Defect. or Improper),188,1814
Improper Lights,2,67
Improper Passing,54,190
Improper Turn,45,480
Improper/Missing Plates,47,428
Not Giving R of W to Pedes.,9,91
Not Giving R of W to Veh.,26,259
One Way Street,14,106
Pavement Markings,199,1586
Safety Belt,433,5176
"School Bus, Passing Stopped",7,147
Speeding,316,3208
Spillback,3,23
Tinted Windows,288,2673
Truck Routes,4,19
U-Turn,31,235
Uninspected,30,512
Uninsured,299,2848
Unlicensed Operator,313,3571
Unregistered,61,723
Unsafe Lane Change,9,121
Other Movers,267,2347
TOTAL Movers,3892,39132
