"Moving Violations",,
"34th Precinct",,
"     May ",,
034sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",2,36
"Bus Lane, Driving in",0,0
"Cell Phone",68,291
"Commercial Veh on Pkwy",0,2
"Defective Brakes",0,0
"Disobey Sign",165,688
"Equipment (Other)",2,7
"Fail to Keep Right",1,8
"Fail to Signal",4,14
"Fail to Stop on Signal",13,74
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",5,30
"Improper Lights",0,7
"Improper Passing",0,5
"Improper Turn",58,202
"Improper/Missing Plates",0,13
"Not Giving R of W to Pedes.",40,105
"Not Giving R of W to Veh.",0,2
"One Way Street",0,2
"Pavement Markings",11,52
"Safety Belt",63,206
"School Bus, Passing Stopped",1,13
Speeding,25,48
Spillback,0,2
"Tinted Windows",3,34
"Truck Routes",0,13
U-Turn,3,15
Uninspected,1,4
Uninsured,4,32
"Unlicensed Operator",33,103
Unregistered,1,13
"Unsafe Lane Change",0,0
"Other Movers",44,124
"034    TOTAL Movers ",547,2146
"* All figures are preliminary and subject to change.",,
