"Moving Violations",,
"105th Precinct",,
"     May ",,
105sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",0,2
"Brake Lights (Defect.or Improper)",57,246
"Bus Lane, Driving in",0,0
"Cell Phone",121,658
"Commercial Veh on Pkwy",4,4
"Defective Brakes",0,0
"Disobey Sign",194,686
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",35,152
"Fail to Stop on Signal",9,70
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",44,226
"Improper Lights",0,0
"Improper Passing",5,12
"Improper Turn",22,118
"Improper/Missing Plates",13,38
"Not Giving R of W to Pedes.",25,106
"Not Giving R of W to Veh.",1,4
"One Way Street",1,3
"Pavement Markings",96,432
"Safety Belt",295,1219
"School Bus, Passing Stopped",0,14
Speeding,117,276
Spillback,2,3
"Tinted Windows",261,1208
"Truck Routes",13,30
U-Turn,3,14
Uninspected,22,128
Uninsured,153,746
"Unlicensed Operator",88,389
Unregistered,17,74
"Unsafe Lane Change",0,19
"Other Movers",37,139
"105    TOTAL Movers ",1636,7019
"* All figures are preliminary and subject to change.",,
