"Moving Violations",,
"49th Precinct",,
"     May ",,
049sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",3,5
"Brake Lights (Defect.or Improper)",31,242
"Bus Lane, Driving in",1,2
"Cell Phone",111,302
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,7
"Disobey Sign",107,431
"Equipment (Other)",0,3
"Fail to Keep Right",0,0
"Fail to Signal",74,322
"Fail to Stop on Signal",33,71
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",16,155
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",16,84
"Improper/Missing Plates",1,8
"Not Giving R of W to Pedes.",39,61
"Not Giving R of W to Veh.",2,10
"One Way Street",1,7
"Pavement Markings",38,246
"Safety Belt",163,532
"School Bus, Passing Stopped",8,23
Speeding,83,140
Spillback,0,0
"Tinted Windows",81,351
"Truck Routes",0,1
U-Turn,2,13
Uninspected,1,20
Uninsured,22,128
"Unlicensed Operator",69,295
Unregistered,6,39
"Unsafe Lane Change",6,16
"Other Movers",25,83
"049    TOTAL Movers ",939,3602
"* All figures are preliminary and subject to change.",,
