Housing Bureau,,
    July ,,
"","",""
Backing Unsafely,0,3
Bike Lane,0,0
Bus Lane,0,16
Cell Phone,0,2
Commercial Veh on Pkwy,0,0
Cruising For Passengers,0,0
Disobey Traffic Control Device,13,97
Driving Too Slow,0,0
Equipment,14,58
Equipment (Other),0,1
Excessive Noise,0,0
Fail to Keep Right,0,0
Fail to yield Right of Way to Pedestrian,0,0
Failure to Signal,0,13
Following Too Closely,0,0
Improper Passing,0,0
Improper Taxi Pickup,0,5
Improper Turn,2,23
Improper/Missing Plates,0,0
Lamps and Other Equipment on Bicycle,0,0
Motorcycle (Other),0,1
Not Giving R of W to Veh.,0,3
Obstructed Plate,3,13
One Way Street,0,3
Overheight,0,0
Overlength,0,0
Overweight,0,0
Overwidth,0,0
Pavement Markings,0,0
Red Light,4,17
School Bus,1,2
Scooter In NYC,0,0
Seat Belt,3,34
Speeding,8,12
Spillback,2,8
TBTA Rule,0,0
Tints,3,118
TLC (Other),0,0
Truck Route,0,0
Uninspected,0,1
Uninsured,4,14
Unlicensed Operator,0,24
Unregistered,5,11
Unsafe Lane Change,1,2
Other Movers,2,20
HOUSINGTOTAL Movers ,65,501
