"Moving Violations",,
"19th Precinct",,
"February ",,
019sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",1,3
"Brake Lights (Defect.or Improper)",32,49
"Bus Lane, Driving in",5,8
"Cell Phone",89,130
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,2
"Disobey Steady Red Signal",54,94
"Disobey Traffic Control Device",282,469
"Equipment (Other)",3,4
"Fail to Keep Right",0,1
"Fail to Signal",68,109
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",15,36
"Improper Lights",0,0
"Improper Passing",2,4
"Improper Turn",410,756
"Improper/Missing Plates",0,2
"Not Giving R of W to Pedes.",108,172
"Not Giving R of W to Veh.",0,0
"One Way Street",10,18
"Pavement Markings",16,50
"Safety Belt",11,24
"School Bus, Passing Stopped",1,2
Speeding,3,8
Spillback,0,2
"Tinted Windows",14,22
"Truck Routes",6,9
U-Turn,1,1
Uninspected,5,7
Uninsured,62,96
"Unlicensed Operator",45,79
Unregistered,10,20
"Unsafe Lane Change",32,42
"Other Movers",40,57
"019    TOTAL Movers ",1325,2276
"* All figures are preliminary and subject to change.",,
