"Moving Violations",,
"24th Precinct",,
"February ",,
024sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",12,24
"Bus Lane, Driving in",0,0
"Cell Phone",93,166
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",41,89
"Disobey Traffic Control Device",189,308
"Equipment (Other)",0,6
"Fail to Keep Right",0,0
"Fail to Signal",29,45
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",29,57
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",84,120
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",82,117
"Not Giving R of W to Veh.",0,0
"One Way Street",2,5
"Pavement Markings",0,0
"Safety Belt",26,53
"School Bus, Passing Stopped",1,4
Speeding,31,82
Spillback,1,3
"Tinted Windows",4,8
"Truck Routes",0,0
U-Turn,0,0
Uninspected,0,0
Uninsured,9,20
"Unlicensed Operator",12,24
Unregistered,2,5
"Unsafe Lane Change",6,9
"Other Movers",13,15
"024    TOTAL Movers ",666,1160
"* All figures are preliminary and subject to change.",,
