"Moving Violations",,
"109th Precinct",,
"February ",,
109sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",3,4
"Brake Lights (Defect.or Improper)",2,3
"Bus Lane, Driving in",0,0
"Cell Phone",190,273
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",96,158
"Disobey Traffic Control Device",342,608
"Equipment (Other)",1,4
"Fail to Keep Right",4,4
"Fail to Signal",47,83
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",1,1
"Improper Lights",1,1
"Improper Passing",3,5
"Improper Turn",43,73
"Improper/Missing Plates",3,7
"Not Giving R of W to Pedes.",91,142
"Not Giving R of W to Veh.",18,40
"One Way Street",2,4
"Pavement Markings",5,10
"Safety Belt",234,366
"School Bus, Passing Stopped",10,21
Speeding,53,127
Spillback,7,8
"Tinted Windows",106,215
"Truck Routes",7,7
U-Turn,7,13
Uninspected,0,4
Uninsured,18,34
"Unlicensed Operator",64,120
Unregistered,9,13
"Unsafe Lane Change",6,15
"Other Movers",90,118
"109    TOTAL Movers ",1464,2482
"* All figures are preliminary and subject to change.",,
