"Moving Violations",,
"6th Precinct",,
"February ",,
006sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",3,3
"Brake Lights (Defect.or Improper)",2,5
"Bus Lane, Driving in",0,0
"Cell Phone",75,121
"Commercial Veh on Pkwy",2,2
"Defective Brakes",0,0
"Disobey Steady Red Signal",138,201
"Disobey Traffic Control Device",98,174
"Equipment (Other)",0,0
"Fail to Keep Right",1,1
"Fail to Signal",91,154
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,5
"Improper Lights",0,0
"Improper Passing",21,24
"Improper Turn",82,153
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",83,131
"Not Giving R of W to Veh.",2,8
"One Way Street",11,16
"Pavement Markings",1,1
"Safety Belt",74,102
"School Bus, Passing Stopped",1,1
Speeding,10,14
Spillback,2,3
"Tinted Windows",15,21
"Truck Routes",0,0
U-Turn,1,5
Uninspected,0,0
Uninsured,9,18
"Unlicensed Operator",18,28
Unregistered,1,1
"Unsafe Lane Change",31,43
"Other Movers",30,39
"006    TOTAL Movers ",805,1274
"* All figures are preliminary and subject to change.",,
