"Moving Violations",,
"7th Precinct",,
"February ",,
007sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",97,167
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",46,84
"Disobey Traffic Control Device",178,311
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",28,35
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",0,0
"Improper Lights",23,57
"Improper Passing",0,0
"Improper Turn",78,138
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",24,45
"Not Giving R of W to Veh.",1,1
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",59,112
"School Bus, Passing Stopped",4,4
Speeding,12,17
Spillback,5,7
"Tinted Windows",21,36
"Truck Routes",6,8
U-Turn,0,0
Uninspected,0,1
Uninsured,14,27
"Unlicensed Operator",12,24
Unregistered,0,3
"Unsafe Lane Change",13,17
"Other Movers",22,42
"007    TOTAL Movers ",645,1139
"* All figures are preliminary and subject to change.",,
