"Moving Violations",,
"40th Precinct",,
"February ",,
040sum,,
"Offense Description","MTD   2015","YTD   2015"
"Backing Unsafely",3,4
"Brake Lights (Defect.or Improper)",112,194
"Bus Lane, Driving in",0,0
"Cell Phone",35,75
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",52,115
"Disobey Traffic Control Device",128,234
"Equipment (Other)",19,33
"Fail to Keep Right",2,2
"Fail to Signal",16,25
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",117,181
"Improper Lights",0,0
"Improper Passing",2,5
"Improper Turn",62,158
"Improper/Missing Plates",4,7
"Not Giving R of W to Pedes.",58,101
"Not Giving R of W to Veh.",1,5
"One Way Street",6,6
"Pavement Markings",9,31
"Safety Belt",36,55
"School Bus, Passing Stopped",1,1
Speeding,49,149
Spillback,2,4
"Tinted Windows",179,305
"Truck Routes",0,0
U-Turn,7,17
Uninspected,1,4
Uninsured,129,220
"Unlicensed Operator",76,158
Unregistered,16,32
"Unsafe Lane Change",4,5
"Other Movers",19,42
"040    TOTAL Movers ",1145,2168
"* All figures are preliminary and subject to change.",,
