"Moving Violations",,
"5th Precinct",,
"October  ",,
005sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,7
"Brake Lights (Defect.or Improper)",12,137
"Bus Lane, Driving in",0,29
"Cell Phone",41,490
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Sign",204,1874
"Equipment (Other)",9,83
"Fail to Keep Right",0,3
"Fail to Signal",9,84
"Fail to Stop on Signal",88,619
"Following Too Closely",1,10
"Headlights (Defect. or Improper)",21,253
"Improper Lights",0,0
"Improper Passing",7,29
"Improper Turn",155,1706
"Improper/Missing Plates",1,11
"Not Giving R of W to Pedes.",59,211
"Not Giving R of W to Veh.",2,22
"One Way Street",4,41
"Pavement Markings",24,195
"Safety Belt",22,465
"School Bus, Passing Stopped",6,10
Speeding,18,113
Spillback,23,115
"Tinted Windows",18,105
"Truck Routes",0,2
U-Turn,2,19
Uninspected,1,7
Uninsured,14,202
"Unlicensed Operator",16,189
Unregistered,6,58
"Unsafe Lane Change",2,22
"Other Movers",51,467
"005    TOTAL Movers ",817,7579
"* All figures are preliminary and subject to change.",,
