"Moving Violations",,
"115th Precinct",,
"October  ",,
115sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",8,33
"Brake Lights (Defect.or Improper)",0,1
"Bus Lane, Driving in",0,0
"Cell Phone",97,871
"Commercial Veh on Pkwy",1,1
"Defective Brakes",0,0
"Disobey Sign",163,1600
"Equipment (Other)",12,175
"Fail to Keep Right",1,2
"Fail to Signal",56,258
"Fail to Stop on Signal",164,906
"Following Too Closely",1,4
"Headlights (Defect. or Improper)",0,8
"Improper Lights",77,1166
"Improper Passing",5,50
"Improper Turn",36,1020
"Improper/Missing Plates",5,86
"Not Giving R of W to Pedes.",32,521
"Not Giving R of W to Veh.",4,28
"One Way Street",15,72
"Pavement Markings",11,72
"Safety Belt",110,2046
"School Bus, Passing Stopped",40,90
Speeding,27,238
Spillback,10,31
"Tinted Windows",138,1211
"Truck Routes",0,137
U-Turn,0,8
Uninspected,16,285
Uninsured,112,2196
"Unlicensed Operator",343,3952
Unregistered,23,273
"Unsafe Lane Change",0,2
"Other Movers",90,920
"115    TOTAL Movers ",1597,18263
"* All figures are preliminary and subject to change.",,
