"Moving Violations",,
"17th Precinct",,
"October  ",,
017sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",3,9
"Brake Lights (Defect.or Improper)",61,807
"Bus Lane, Driving in",0,5
"Cell Phone",47,463
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,3
"Disobey Sign",33,524
"Equipment (Other)",8,108
"Fail to Keep Right",1,3
"Fail to Signal",77,951
"Fail to Stop on Signal",70,692
"Following Too Closely",0,7
"Headlights (Defect. or Improper)",9,299
"Improper Lights",0,0
"Improper Passing",54,392
"Improper Turn",129,1950
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",30,434
"Not Giving R of W to Veh.",2,10
"One Way Street",4,33
"Pavement Markings",97,1488
"Safety Belt",41,310
"School Bus, Passing Stopped",6,20
Speeding,5,97
Spillback,0,82
"Tinted Windows",2,45
"Truck Routes",0,21
U-Turn,2,8
Uninspected,0,4
Uninsured,26,233
"Unlicensed Operator",14,140
Unregistered,2,35
"Unsafe Lane Change",155,1704
"Other Movers",57,841
"017    TOTAL Movers ",935,11718
"* All figures are preliminary and subject to change.",,
