"Moving Violations",,
"34th Precinct",,
"   March ",,
034sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",2,2
"Brake Lights (Defect.or Improper)",1,20
"Bus Lane, Driving in",0,0
"Cell Phone",25,72
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",36,77
"Disobey Traffic Control Device",207,720
"Equipment (Other)",4,13
"Fail to Keep Right",0,0
"Fail to Signal",9,19
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",11,37
"Improper Lights",0,0
"Improper Passing",0,3
"Improper Turn",43,174
"Improper/Missing Plates",2,5
"Not Giving R of W to Pedes.",16,62
"Not Giving R of W to Veh.",1,1
"One Way Street",0,0
"Pavement Markings",0,2
"Safety Belt",14,45
"School Bus, Passing Stopped",1,16
Speeding,18,59
Spillback,0,2
"Tinted Windows",28,99
"Truck Routes",1,3
U-Turn,7,22
Uninspected,1,3
Uninsured,9,23
"Unlicensed Operator",35,105
Unregistered,8,19
"Unsafe Lane Change",1,1
"Other Movers",28,79
"034TOTAL Movers ",508,1683
,,
"* All figures are preliminary and subject to change.",,
