"Moving Violations",,
"42nd Precinct",,
"   March ",,
042sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",6,17
"Brake Lights (Defect.or Improper)",30,72
"Bus Lane, Driving in",0,0
"Cell Phone",44,114
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",118,268
"Disobey Traffic Control Device",153,397
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",1,3
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",32,119
"Improper Lights",2,23
"Improper Passing",1,5
"Improper Turn",202,453
"Improper/Missing Plates",3,12
"Not Giving R of W to Pedes.",29,68
"Not Giving R of W to Veh.",5,17
"One Way Street",0,0
"Pavement Markings",0,1
"Safety Belt",11,34
"School Bus, Passing Stopped",15,32
Speeding,43,100
Spillback,1,4
"Tinted Windows",192,543
"Truck Routes",2,4
U-Turn,0,0
Uninspected,3,11
Uninsured,34,107
"Unlicensed Operator",76,191
Unregistered,17,44
"Unsafe Lane Change",1,5
"Other Movers",6,31
"042TOTAL Movers ",1027,2676
,,
"* All figures are preliminary and subject to change.",,
