"Moving Violations",,
"20th Precinct",,
"   March ",,
020sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",14,26
"Bus Lane, Driving in",0,0
"Cell Phone",114,326
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",56,173
"Disobey Traffic Control Device",261,665
"Equipment (Other)",10,21
"Fail to Keep Right",0,0
"Fail to Signal",7,12
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",6,9
"Improper Lights",0,0
"Improper Passing",0,2
"Improper Turn",73,227
"Improper/Missing Plates",9,18
"Not Giving R of W to Pedes.",16,64
"Not Giving R of W to Veh.",2,2
"One Way Street",14,28
"Pavement Markings",0,0
"Safety Belt",50,142
"School Bus, Passing Stopped",2,25
Speeding,13,34
Spillback,0,0
"Tinted Windows",27,84
"Truck Routes",9,22
U-Turn,5,17
Uninspected,4,10
Uninsured,15,25
"Unlicensed Operator",24,58
Unregistered,5,9
"Unsafe Lane Change",3,10
"Other Movers",29,100
"020TOTAL Movers ",769,2114
,,
"* All figures are preliminary and subject to change.",,
