"Moving Violations",,
"25th Precinct",,
"    June ",,
025sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,14
"Brake Lights (Defect.or Improper)",7,89
"Bus Lane, Driving in",1,3
"Cell Phone",138,1031
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,3
"Disobey Steady Red Signal",50,294
"Disobey Traffic Control Device",91,461
"Equipment (Other)",1,14
"Fail to Keep Right",0,0
"Fail to Signal",3,53
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,34
"Improper Lights",0,5
"Improper Passing",0,2
"Improper Turn",211,1163
"Improper/Missing Plates",0,26
"Not Giving R of W to Pedes.",92,327
"Not Giving R of W to Veh.",0,2
"One Way Street",48,83
"Pavement Markings",0,10
"Safety Belt",123,782
"School Bus, Passing Stopped",0,43
Speeding,34,133
Spillback,0,6
"Tinted Windows",24,465
"Truck Routes",48,128
U-Turn,3,73
Uninspected,2,14
Uninsured,25,209
"Unlicensed Operator",32,203
Unregistered,4,49
"Unsafe Lane Change",0,16
"Other Movers",102,333
"025   TOTAL Movers ",1040,6068
"* All figures are preliminary and subject to change.",,
