"Moving Violations",,
"42nd Precinct",,
"    June ",,
042sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",7,25
"Brake Lights (Defect.or Improper)",13,56
"Bus Lane, Driving in",0,0
"Cell Phone",50,355
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",106,601
"Disobey Traffic Control Device",143,813
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",4,64
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",8,77
"Improper Lights",1,8
"Improper Passing",2,8
"Improper Turn",114,903
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",32,160
"Not Giving R of W to Veh.",5,28
"One Way Street",1,1
"Pavement Markings",0,10
"Safety Belt",20,169
"School Bus, Passing Stopped",15,120
Speeding,70,210
Spillback,4,10
"Tinted Windows",52,459
"Truck Routes",0,5
U-Turn,0,66
Uninspected,0,23
Uninsured,39,165
"Unlicensed Operator",50,272
Unregistered,15,61
"Unsafe Lane Change",5,23
"Other Movers",17,76
"042   TOTAL Movers ",773,4770
"* All figures are preliminary and subject to change.",,
