"Moving Violations",,
"115th Precinct",,
"October  ",,
115sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,8
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",116,716
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",260,1050
"Disobey Traffic Control Device",428,2948
"Equipment (Other)",3,48
"Fail to Keep Right",0,0
"Fail to Signal",8,117
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,1
"Improper Lights",17,252
"Improper Passing",6,32
"Improper Turn",69,505
"Improper/Missing Plates",2,38
"Not Giving R of W to Pedes.",38,408
"Not Giving R of W to Veh.",0,9
"OBSTRUCTED PLATE",0,3
"One Way Street",0,1
"Pavement Markings",33,134
"Safety Belt",72,1061
"School Bus, Passing Stopped",2,33
Speeding,68,480
Spillback,1,13
"Tinted Windows",37,961
"Truck Routes",0,2
U-Turn,0,0
Uninspected,1,28
Uninsured,20,241
"Unlicensed Operator",142,1583
Unregistered,7,90
"Unsafe Lane Change",0,5
"Other Movers",91,583
"115TOTAL Movers ",1421,11351
,,
"* All figures are preliminary and subject to change.",,
