"Moving Violations",,
"42nd Precinct",,
"October  ",,
042sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,36
"Brake Lights (Defect.or Improper)",24,204
"Bus Lane, Driving in",0,4
"Cell Phone",77,435
"Commercial Veh on Pkwy",0,3
"Defective Brakes",0,0
"Disobey Steady Red Signal",76,803
"Disobey Traffic Control Device",184,1477
"Equipment (Other)",0,12
"Fail to Keep Right",0,0
"Fail to Signal",0,34
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",11,223
"Improper Lights",0,30
"Improper Passing",4,20
"Improper Turn",130,1187
"Improper/Missing Plates",4,42
"Not Giving R of W to Pedes.",24,190
"Not Giving R of W to Veh.",1,38
"OBSTRUCTED PLATE",1,11
"One Way Street",0,0
"Pavement Markings",0,8
"Safety Belt",8,157
"School Bus, Passing Stopped",14,89
Speeding,77,370
Spillback,2,8
"Tinted Windows",109,1166
"Truck Routes",1,7
U-Turn,0,6
Uninspected,4,33
Uninsured,26,280
"Unlicensed Operator",51,561
Unregistered,11,133
"Unsafe Lane Change",0,16
"Other Movers",16,126
"042TOTAL Movers ",859,7710
,,
"* All figures are preliminary and subject to change.",,
