"Moving Violations",,
"111th Precinct",,
"October  ",,
111sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",0,3
"Bus Lane, Driving in",0,0
"Cell Phone",214,1628
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",22,323
"Disobey Traffic Control Device",120,1129
"Equipment (Other)",0,2
"Fail to Keep Right",0,0
"Fail to Signal",4,89
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,0
"Improper Lights",1,27
"Improper Passing",1,4
"Improper Turn",4,23
"Improper/Missing Plates",2,107
"Not Giving R of W to Pedes.",15,535
"Not Giving R of W to Veh.",0,6
"OBSTRUCTED PLATE",1,24
"One Way Street",1,6
"Pavement Markings",2,13
"Safety Belt",100,1807
"School Bus, Passing Stopped",18,164
Speeding,120,524
Spillback,0,1
"Tinted Windows",29,489
"Truck Routes",1,41
U-Turn,4,36
Uninspected,1,67
Uninsured,11,139
"Unlicensed Operator",53,561
Unregistered,2,62
"Unsafe Lane Change",0,21
"Other Movers",205,1499
"111TOTAL Movers ",931,9331
,,
"* All figures are preliminary and subject to change.",,
