"Moving Violations",,
"6th Precinct",,
"December ",,
006sum,,
"Offense Description","MTD   2014","YTD   2014"
"Backing Unsafely",1,17
"Brake Lights (Defect.or Improper)",5,103
"Bus Lane, Driving in",0,0
"Cell Phone",49,1371
"Commercial Veh on Pkwy",1,2
"Defective Brakes",0,5
"Disobey Steady Red Signal",56,1154
"Disobey Traffic Control Device",59,1313
"Equipment (Other)",0,1
"Fail to Keep Right",1,2
"Fail to Signal",1,76
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",1,182
"Improper Lights",0,0
"Improper Passing",3,48
"Improper Turn",44,1100
"Improper/Missing Plates",0,3
"Not Giving R of W to Pedes.",58,775
"Not Giving R of W to Veh.",0,11
"One Way Street",1,165
"Pavement Markings",35,865
"Safety Belt",48,1098
"School Bus, Passing Stopped",10,92
Speeding,4,99
Spillback,0,14
"Tinted Windows",66,192
"Truck Routes",0,4
U-Turn,2,26
Uninspected,0,5
Uninsured,7,290
"Unlicensed Operator",17,234
Unregistered,1,25
"Unsafe Lane Change",5,102
"Other Movers",16,521
"006    TOTAL Movers ",491,9898
"* All figures are preliminary and subject to change.",,
