"Moving Violations",,
"7th Precinct",,
"November ",,
007sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",0,0
"Bus Lane, Driving in",0,0
"Cell Phone",83,1050
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",61,613
"Disobey Traffic Control Device",150,1864
"Equipment (Other)",0,0
"Fail to Keep Right",0,4
"Fail to Signal",12,201
"Following Too Closely",0,3
"Headlights (Defect. or Improper)",0,1
"Improper Lights",18,206
"Improper Passing",0,14
"Improper Turn",110,987
"Improper/Missing Plates",1,12
"Not Giving R of W to Pedes.",36,262
"Not Giving R of W to Veh.",0,2
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",24,671
"School Bus, Passing Stopped",0,8
Speeding,81,249
Spillback,1,31
"Tinted Windows",31,228
"Truck Routes",0,12
U-Turn,0,0
Uninspected,0,4
Uninsured,6,123
"Unlicensed Operator",18,196
Unregistered,2,15
"Unsafe Lane Change",7,90
"Other Movers",37,386
"007TOTAL Movers ",678,7238
,,
"* All figures are preliminary and subject to change.",,
