"Moving Violations",,
"122nd Precinct",,
"November ",,
122sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",3,8
"Brake Lights (Defect.or Improper)",7,155
"Bus Lane, Driving in",2,30
"Cell Phone",68,950
"Commercial Veh on Pkwy",3,45
"Defective Brakes",0,5
"Disobey Steady Red Signal",38,274
"Disobey Traffic Control Device",168,1975
"Equipment (Other)",14,106
"Fail to Keep Right",0,2
"Fail to Signal",60,729
"Following Too Closely",4,45
"Headlights (Defect. or Improper)",2,74
"Improper Lights",1,2
"Improper Passing",2,12
"Improper Turn",3,64
"Improper/Missing Plates",11,139
"Not Giving R of W to Pedes.",27,161
"Not Giving R of W to Veh.",3,77
"One Way Street",4,41
"Pavement Markings",35,264
"Safety Belt",107,1249
"School Bus, Passing Stopped",7,40
Speeding,307,2292
Spillback,1,3
"Tinted Windows",88,1225
"Truck Routes",5,89
U-Turn,20,128
Uninspected,5,51
Uninsured,46,487
"Unlicensed Operator",86,1048
Unregistered,33,191
"Unsafe Lane Change",12,130
"Other Movers",105,1103
"122TOTAL Movers ",1277,13194
,,
"* All figures are preliminary and subject to change.",,
