"Moving Violations",,
"23rd Precinct",,
"November ",,
023sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",0,7
"Brake Lights (Defect.or Improper)",0,54
"Bus Lane, Driving in",0,8
"Cell Phone",100,1704
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",50,850
"Disobey Traffic Control Device",73,701
"Equipment (Other)",8,134
"Fail to Keep Right",1,2
"Fail to Signal",3,58
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",1,67
"Improper Lights",0,0
"Improper Passing",3,49
"Improper Turn",52,827
"Improper/Missing Plates",5,43
"Not Giving R of W to Pedes.",44,582
"Not Giving R of W to Veh.",0,8
"One Way Street",11,56
"Pavement Markings",0,20
"Safety Belt",21,509
"School Bus, Passing Stopped",0,51
Speeding,57,247
Spillback,0,1
"Tinted Windows",1,112
"Truck Routes",12,53
U-Turn,0,3
Uninspected,0,4
Uninsured,3,36
"Unlicensed Operator",13,137
Unregistered,3,21
"Unsafe Lane Change",2,29
"Other Movers",33,270
"023TOTAL Movers ",496,6644
,,
"* All figures are preliminary and subject to change.",,
