"Moving Violations",,
"26th Precinct",,
"   April ",,
026sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",12,34
"Bus Lane, Driving in",0,0
"Cell Phone",63,207
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",31,144
"Disobey Traffic Control Device",125,461
"Equipment (Other)",4,21
"Fail to Keep Right",0,4
"Fail to Signal",9,34
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",13,52
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",75,279
"Improper/Missing Plates",14,35
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",62,288
"Not Giving R of W to Veh.",0,1
"OBSTRUCTED PLATE",19,57
"One Way Street",3,4
"Pavement Markings",127,250
"Safety Belt",26,56
"School Bus, Passing Stopped",5,8
Speeding,135,255
Spillback,0,0
"Tinted Windows",55,159
"Truck Routes",0,0
U-Turn,0,10
Uninspected,7,17
Uninsured,18,68
"Unlicensed Operator",24,124
Unregistered,11,24
"Unsafe Lane Change",2,4
"Other Movers",65,223
"026TOTAL Movers ",908,2823
,,
"* All figures are preliminary and subject to change.",,
