"Moving Violations",,
"13th Precinct",,
"   April ",,
013sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",2,8
"Bus Lane, Driving in",3,21
"Cell Phone",9,55
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",87,240
"Disobey Traffic Control Device",211,857
"Equipment (Other)",0,1
"Fail to Keep Right",1,1
"Fail to Signal",1,31
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",1,3
"Improper Lights",1,1
"Improper Passing",0,8
"Improper Turn",185,705
"Improper/Missing Plates",0,1
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",35,184
"Not Giving R of W to Veh.",4,10
"OBSTRUCTED PLATE",4,10
"One Way Street",1,5
"Pavement Markings",33,67
"Safety Belt",1,20
"School Bus, Passing Stopped",2,2
Speeding,6,29
Spillback,23,140
"Tinted Windows",15,64
"Truck Routes",0,0
U-Turn,2,14
Uninspected,0,1
Uninsured,7,37
"Unlicensed Operator",13,46
Unregistered,5,15
"Unsafe Lane Change",3,15
"Other Movers",47,129
"013TOTAL Movers ",702,2723
,,
"* All figures are preliminary and subject to change.",,
