"Moving Violations",,
"107th Precinct",,
"   April ",,
107sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,2
"Brake Lights (Defect.or Improper)",7,33
"Bus Lane, Driving in",0,0
"Cell Phone",60,199
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",24,105
"Disobey Traffic Control Device",220,855
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",15,63
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",4,29
"Improper Lights",0,3
"Improper Passing",1,3
"Improper Turn",244,877
"Improper/Missing Plates",15,41
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",25,126
"Not Giving R of W to Veh.",6,20
"OBSTRUCTED PLATE",3,4
"One Way Street",0,1
"Pavement Markings",0,0
"Safety Belt",73,209
"School Bus, Passing Stopped",4,7
Speeding,61,281
Spillback,0,0
"Tinted Windows",23,128
"Truck Routes",0,0
U-Turn,9,43
Uninspected,1,11
Uninsured,19,59
"Unlicensed Operator",71,235
Unregistered,9,24
"Unsafe Lane Change",4,9
"Other Movers",67,232
"107TOTAL Movers ",966,3599
,,
"* All figures are preliminary and subject to change.",,
