"Moving Violations",,
"72nd Precinct",,
"   April ",,
072sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",7,12
"Brake Lights (Defect.or Improper)",2,7
"Bus Lane, Driving in",0,0
"Cell Phone",60,241
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,1
"Disobey Steady Red Signal",92,425
"Disobey Traffic Control Device",286,907
"Equipment (Other)",51,69
"Fail to Keep Right",0,0
"Fail to Signal",13,75
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",2,9
"Improper Lights",1,2
"Improper Passing",8,19
"Improper Turn",19,83
"Improper/Missing Plates",3,11
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",88,351
"Not Giving R of W to Veh.",15,64
"OBSTRUCTED PLATE",10,29
"One Way Street",1,16
"Pavement Markings",70,209
"Safety Belt",127,450
"School Bus, Passing Stopped",8,56
Speeding,30,182
Spillback,0,2
"Tinted Windows",80,246
"Truck Routes",25,33
U-Turn,12,57
Uninspected,3,7
Uninsured,5,28
"Unlicensed Operator",81,267
Unregistered,14,50
"Unsafe Lane Change",1,14
"Other Movers",76,303
"072TOTAL Movers ",1190,4226
,,
"* All figures are preliminary and subject to change.",,
