"Moving Violations",,
"40th Precinct",,
"   April ",,
040sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,4
"Brake Lights (Defect.or Improper)",13,49
"Bus Lane, Driving in",0,0
"Cell Phone",61,210
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",73,270
"Disobey Traffic Control Device",323,1046
"Equipment (Other)",7,23
"Fail to Keep Right",0,1
"Fail to Signal",14,57
"Following Too Closely",0,4
"Headlights (Defect. or Improper)",27,98
"Improper Lights",0,0
"Improper Passing",4,14
"Improper Turn",87,319
"Improper/Missing Plates",12,25
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",98,349
"Not Giving R of W to Veh.",12,22
"OBSTRUCTED PLATE",10,29
"One Way Street",0,9
"Pavement Markings",14,47
"Safety Belt",69,147
"School Bus, Passing Stopped",6,8
Speeding,118,405
Spillback,0,4
"Tinted Windows",113,416
"Truck Routes",0,0
U-Turn,1,9
Uninspected,3,5
Uninsured,54,212
"Unlicensed Operator",78,267
Unregistered,30,79
"Unsafe Lane Change",6,12
"Other Movers",36,122
"040TOTAL Movers ",1270,4262
,,
"* All figures are preliminary and subject to change.",,
