"Moving Violations",,
"49th Precinct",,
"   April ",,
049sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,1
"Brake Lights (Defect.or Improper)",1,3
"Bus Lane, Driving in",0,0
"Cell Phone",109,404
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",19,96
"Disobey Traffic Control Device",205,630
"Equipment (Other)",2,9
"Fail to Keep Right",0,0
"Fail to Signal",12,88
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",0,3
"Improper Lights",0,0
"Improper Passing",0,4
"Improper Turn",22,179
"Improper/Missing Plates",0,4
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",58,192
"Not Giving R of W to Veh.",2,3
"OBSTRUCTED PLATE",3,12
"One Way Street",0,0
"Pavement Markings",0,18
"Safety Belt",118,369
"School Bus, Passing Stopped",9,32
Speeding,93,314
Spillback,0,2
"Tinted Windows",55,354
"Truck Routes",0,0
U-Turn,3,18
Uninspected,1,3
Uninsured,19,77
"Unlicensed Operator",57,234
Unregistered,6,42
"Unsafe Lane Change",3,10
"Other Movers",22,96
"049TOTAL Movers ",819,3198
,,
"* All figures are preliminary and subject to change.",,
