"Moving Violations",,
"Midtown North Precinct",,
"   April ",,
018sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",3,10
"Brake Lights (Defect.or Improper)",17,113
"Bus Lane, Driving in",0,14
"Cell Phone",86,384
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",113,376
"Disobey Traffic Control Device",282,1367
"Equipment (Other)",0,30
"Fail to Keep Right",0,3
"Fail to Signal",11,83
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",19,97
"Improper Lights",0,1
"Improper Passing",0,2
"Improper Turn",97,640
"Improper/Missing Plates",8,49
"Lamps and Other Equipment on Bicycle",11,27
"Not Giving R of W to Pedes.",28,194
"Not Giving R of W to Veh.",0,2
"OBSTRUCTED PLATE",3,15
"One Way Street",21,42
"Pavement Markings",19,45
"Safety Belt",33,192
"School Bus, Passing Stopped",4,6
Speeding,23,115
Spillback,1,81
"Tinted Windows",83,302
"Truck Routes",0,0
U-Turn,0,0
Uninspected,0,3
Uninsured,14,53
"Unlicensed Operator",26,117
Unregistered,8,44
"Unsafe Lane Change",3,11
"Other Movers",86,213
"018TOTAL Movers ",999,4631
,,
"* All figures are preliminary and subject to change.",,
