"Moving Violations",,
"105th Precinct",,
"   April ",,
105sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,5
"Brake Lights (Defect.or Improper)",7,28
"Bus Lane, Driving in",0,0
"Cell Phone",79,294
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",18,73
"Disobey Traffic Control Device",318,1001
"Equipment (Other)",0,0
"Fail to Keep Right",0,2
"Fail to Signal",16,65
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",0,14
"Improper Lights",0,1
"Improper Passing",3,10
"Improper Turn",35,157
"Improper/Missing Plates",8,22
"Lamps and Other Equipment on Bicycle",0,0
"Not Giving R of W to Pedes.",15,108
"Not Giving R of W to Veh.",2,7
"OBSTRUCTED PLATE",0,3
"One Way Street",1,1
"Pavement Markings",58,214
"Safety Belt",65,348
"School Bus, Passing Stopped",13,16
Speeding,123,435
Spillback,0,0
"Tinted Windows",99,392
"Truck Routes",31,61
U-Turn,5,19
Uninspected,2,5
Uninsured,16,101
"Unlicensed Operator",62,270
Unregistered,5,36
"Unsafe Lane Change",4,14
"Other Movers",86,367
"105TOTAL Movers ",1071,4071
,,
"* All figures are preliminary and subject to change.",,
