"Moving Violations",,
"42nd Precinct",,
" January ",,
042sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",3,3
"Brake Lights (Defect.or Improper)",17,17
"Bus Lane, Driving in",0,0
"Cell Phone",47,47
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",96,96
"Disobey Traffic Control Device",226,226
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",29,29
"Improper Lights",0,0
"Improper Passing",3,3
"Improper Turn",242,242
"Improper/Missing Plates",1,1
"Not Giving R of W to Pedes.",110,110
"Not Giving R of W to Veh.",2,2
"OBSTRUCTED PLATE",7,7
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",23,23
"School Bus, Passing Stopped",31,31
Speeding,104,104
Spillback,2,2
"Tinted Windows",193,193
"Truck Routes",0,0
U-Turn,0,0
Uninspected,8,8
Uninsured,28,28
"Unlicensed Operator",63,63
Unregistered,21,21
"Unsafe Lane Change",2,2
"Other Movers",13,13
"042TOTAL Movers ",1271,1271
,,
"* All figures are preliminary and subject to change.",,
