"Moving Violations",,
"1st Precinct",,
" January ",,
001sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,2
"Brake Lights (Defect.or Improper)",6,6
"Bus Lane, Driving in",0,0
"Cell Phone",127,127
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",50,50
"Disobey Traffic Control Device",164,164
"Equipment (Other)",2,2
"Fail to Keep Right",0,0
"Fail to Signal",8,8
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",14,14
"Improper Lights",0,0
"Improper Passing",1,1
"Improper Turn",86,86
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",40,40
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",0,0
"One Way Street",9,9
"Pavement Markings",13,13
"Safety Belt",43,43
"School Bus, Passing Stopped",0,0
Speeding,11,11
Spillback,0,0
"Tinted Windows",37,37
"Truck Routes",3,3
U-Turn,4,4
Uninspected,0,0
Uninsured,11,11
"Unlicensed Operator",9,9
Unregistered,0,0
"Unsafe Lane Change",4,4
"Other Movers",42,42
"001TOTAL Movers ",686,686
,,
"* All figures are preliminary and subject to change.",,
