"Moving Violations",,
"23rd Precinct",,
" January ",,
023sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",6,6
"Bus Lane, Driving in",2,2
"Cell Phone",103,103
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",76,76
"Disobey Traffic Control Device",135,135
"Equipment (Other)",5,5
"Fail to Keep Right",0,0
"Fail to Signal",12,12
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",6,6
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",88,88
"Improper/Missing Plates",1,1
"Not Giving R of W to Pedes.",66,66
"Not Giving R of W to Veh.",1,1
"OBSTRUCTED PLATE",5,5
"One Way Street",1,1
"Pavement Markings",4,4
"Safety Belt",33,33
"School Bus, Passing Stopped",1,1
Speeding,26,26
Spillback,0,0
"Tinted Windows",17,17
"Truck Routes",1,1
U-Turn,0,0
Uninspected,2,2
Uninsured,0,0
"Unlicensed Operator",23,23
Unregistered,2,2
"Unsafe Lane Change",3,3
"Other Movers",22,22
"023TOTAL Movers ",642,642
,,
"* All figures are preliminary and subject to change.",,
