"Moving Violations",,
"5th Precinct",,
" January ",,
005sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",2,2
"Bus Lane, Driving in",0,0
"Cell Phone",28,28
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",50,50
"Disobey Traffic Control Device",225,225
"Equipment (Other)",0,0
"Fail to Keep Right",1,1
"Fail to Signal",23,23
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",31,31
"Improper Lights",0,0
"Improper Passing",6,6
"Improper Turn",100,100
"Improper/Missing Plates",11,11
"Not Giving R of W to Pedes.",22,22
"Not Giving R of W to Veh.",1,1
"OBSTRUCTED PLATE",0,0
"One Way Street",3,3
"Pavement Markings",30,30
"Safety Belt",27,27
"School Bus, Passing Stopped",0,0
Speeding,18,18
Spillback,10,10
"Tinted Windows",13,13
"Truck Routes",0,0
U-Turn,1,1
Uninspected,2,2
Uninsured,11,11
"Unlicensed Operator",15,15
Unregistered,5,5
"Unsafe Lane Change",1,1
"Other Movers",54,54
"005TOTAL Movers ",691,691
,,
"* All figures are preliminary and subject to change.",,
