"Moving Violations",,
"100th Precinct",,
" January ",,
100sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",14,14
"Bus Lane, Driving in",0,0
"Cell Phone",37,37
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",65,65
"Disobey Traffic Control Device",111,111
"Equipment (Other)",5,5
"Fail to Keep Right",0,0
"Fail to Signal",0,0
"Following Too Closely",1,1
"Headlights (Defect. or Improper)",0,0
"Improper Lights",1,1
"Improper Passing",6,6
"Improper Turn",39,39
"Improper/Missing Plates",3,3
"Not Giving R of W to Pedes.",4,4
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",2,2
"One Way Street",0,0
"Pavement Markings",0,0
"Safety Belt",5,5
"School Bus, Passing Stopped",1,1
Speeding,114,114
Spillback,0,0
"Tinted Windows",28,28
"Truck Routes",0,0
U-Turn,0,0
Uninspected,8,8
Uninsured,22,22
"Unlicensed Operator",50,50
Unregistered,6,6
"Unsafe Lane Change",0,0
"Other Movers",80,80
"100TOTAL Movers ",603,603
,,
"* All figures are preliminary and subject to change.",,
