"Moving Violations",,
"10th Precinct",,
" January ",,
010sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",4,4
"Bus Lane, Driving in",0,0
"Cell Phone",124,124
"Commercial Veh on Pkwy",0,0
"Defective Brakes",1,1
"Disobey Steady Red Signal",62,62
"Disobey Traffic Control Device",146,146
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",17,17
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",3,3
"Improper Lights",0,0
"Improper Passing",2,2
"Improper Turn",178,178
"Improper/Missing Plates",0,0
"Not Giving R of W to Pedes.",48,48
"Not Giving R of W to Veh.",0,0
"OBSTRUCTED PLATE",0,0
"One Way Street",6,6
"Pavement Markings",10,10
"Safety Belt",65,65
"School Bus, Passing Stopped",0,0
Speeding,12,12
Spillback,2,2
"Tinted Windows",39,39
"Truck Routes",2,2
U-Turn,0,0
Uninspected,5,5
Uninsured,3,3
"Unlicensed Operator",52,52
Unregistered,10,10
"Unsafe Lane Change",7,7
"Other Movers",75,75
"010TOTAL Movers ",873,873
,,
"* All figures are preliminary and subject to change.",,
