"Moving Violations",,
"123rd Precinct",,
" January ",,
123sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",2,2
"Bus Lane, Driving in",0,0
"Cell Phone",64,64
"Commercial Veh on Pkwy",1,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",56,56
"Disobey Traffic Control Device",122,122
"Equipment (Other)",0,0
"Fail to Keep Right",1,1
"Fail to Signal",89,89
"Following Too Closely",4,4
"Headlights (Defect. or Improper)",23,23
"Improper Lights",0,0
"Improper Passing",7,7
"Improper Turn",11,11
"Improper/Missing Plates",11,11
"Not Giving R of W to Pedes.",12,12
"Not Giving R of W to Veh.",8,8
"OBSTRUCTED PLATE",15,15
"One Way Street",0,0
"Pavement Markings",42,42
"Safety Belt",82,82
"School Bus, Passing Stopped",1,1
Speeding,201,201
Spillback,0,0
"Tinted Windows",101,101
"Truck Routes",0,0
U-Turn,12,12
Uninspected,19,19
Uninsured,56,56
"Unlicensed Operator",81,81
Unregistered,15,15
"Unsafe Lane Change",3,3
"Other Movers",30,30
"123TOTAL Movers ",1069,1069
,,
"* All figures are preliminary and subject to change.",,
