"Moving Violations",,
"101st Precinct",,
" January ",,
101sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",18,18
"Bus Lane, Driving in",0,0
"Cell Phone",30,30
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",77,77
"Disobey Traffic Control Device",119,119
"Equipment (Other)",0,0
"Fail to Keep Right",1,1
"Fail to Signal",37,37
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",19,19
"Improper Lights",0,0
"Improper Passing",9,9
"Improper Turn",38,38
"Improper/Missing Plates",3,3
"Not Giving R of W to Pedes.",21,21
"Not Giving R of W to Veh.",1,1
"OBSTRUCTED PLATE",11,11
"One Way Street",0,0
"Pavement Markings",6,6
"Safety Belt",32,32
"School Bus, Passing Stopped",0,0
Speeding,74,74
Spillback,0,0
"Tinted Windows",84,84
"Truck Routes",0,0
U-Turn,0,0
Uninspected,9,9
Uninsured,23,23
"Unlicensed Operator",104,104
Unregistered,14,14
"Unsafe Lane Change",1,1
"Other Movers",53,53
"101TOTAL Movers ",784,784
,,
"* All figures are preliminary and subject to change.",,
