"Moving Violations",,
"Midtown South Precinct",,
" January ",,
014sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",25,25
"Bus Lane, Driving in",2,2
"Cell Phone",206,206
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",34,34
"Disobey Traffic Control Device",276,276
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",61,61
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",19,19
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",328,328
"Improper/Missing Plates",2,2
"Not Giving R of W to Pedes.",188,188
"Not Giving R of W to Veh.",1,1
"OBSTRUCTED PLATE",0,0
"One Way Street",2,2
"Pavement Markings",0,0
"Safety Belt",46,46
"School Bus, Passing Stopped",0,0
Speeding,11,11
Spillback,38,38
"Tinted Windows",22,22
"Truck Routes",12,12
U-Turn,61,61
Uninspected,0,0
Uninsured,15,15
"Unlicensed Operator",28,28
Unregistered,4,4
"Unsafe Lane Change",18,18
"Other Movers",125,125
"014TOTAL Movers ",1524,1524
,,
"* All figures are preliminary and subject to change.",,
