"Moving Violations",,
"46th Precinct",,
" January ",,
046sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",2,2
"Brake Lights (Defect.or Improper)",33,33
"Bus Lane, Driving in",1,1
"Cell Phone",48,48
"Commercial Veh on Pkwy",0,0
"Defective Brakes",3,3
"Disobey Steady Red Signal",104,104
"Disobey Traffic Control Device",288,288
"Equipment (Other)",1,1
"Fail to Keep Right",0,0
"Fail to Signal",22,22
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",37,37
"Improper Lights",1,1
"Improper Passing",0,0
"Improper Turn",94,94
"Improper/Missing Plates",6,6
"Not Giving R of W to Pedes.",43,43
"Not Giving R of W to Veh.",1,1
"OBSTRUCTED PLATE",14,14
"One Way Street",0,0
"Pavement Markings",16,16
"Safety Belt",57,57
"School Bus, Passing Stopped",0,0
Speeding,133,133
Spillback,0,0
"Tinted Windows",364,364
"Truck Routes",0,0
U-Turn,7,7
Uninspected,4,4
Uninsured,96,96
"Unlicensed Operator",94,94
Unregistered,27,27
"Unsafe Lane Change",4,4
"Other Movers",111,111
"046TOTAL Movers ",1611,1611
,,
"* All figures are preliminary and subject to change.",,
