"Moving Violations",,
"121st Precinct",,
" January ",,
121sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",3,3
"Brake Lights (Defect.or Improper)",18,18
"Bus Lane, Driving in",2,2
"Cell Phone",35,35
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",57,57
"Disobey Traffic Control Device",286,286
"Equipment (Other)",2,2
"Fail to Keep Right",0,0
"Fail to Signal",152,152
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",18,18
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",12,12
"Improper/Missing Plates",4,4
"Not Giving R of W to Pedes.",17,17
"Not Giving R of W to Veh.",2,2
"OBSTRUCTED PLATE",3,3
"One Way Street",0,0
"Pavement Markings",61,61
"Safety Belt",69,69
"School Bus, Passing Stopped",4,4
Speeding,123,123
Spillback,0,0
"Tinted Windows",55,55
"Truck Routes",0,0
U-Turn,2,2
Uninspected,3,3
Uninsured,77,77
"Unlicensed Operator",125,125
Unregistered,11,11
"Unsafe Lane Change",17,17
"Other Movers",56,56
"121TOTAL Movers ",1214,1214
,,
"* All figures are preliminary and subject to change.",,
