"Moving Violations",,
"32nd Precinct",,
" January ",,
032sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,1
"Brake Lights (Defect.or Improper)",5,5
"Bus Lane, Driving in",0,0
"Cell Phone",30,30
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",44,44
"Disobey Traffic Control Device",304,304
"Equipment (Other)",0,0
"Fail to Keep Right",0,0
"Fail to Signal",7,7
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",8,8
"Improper Lights",0,0
"Improper Passing",3,3
"Improper Turn",57,57
"Improper/Missing Plates",3,3
"Not Giving R of W to Pedes.",97,97
"Not Giving R of W to Veh.",4,4
"OBSTRUCTED PLATE",7,7
"One Way Street",1,1
"Pavement Markings",76,76
"Safety Belt",10,10
"School Bus, Passing Stopped",4,4
Speeding,73,73
Spillback,1,1
"Tinted Windows",77,77
"Truck Routes",0,0
U-Turn,0,0
Uninspected,11,11
Uninsured,13,13
"Unlicensed Operator",54,54
Unregistered,13,13
"Unsafe Lane Change",1,1
"Other Movers",24,24
"032TOTAL Movers ",928,928
,,
"* All figures are preliminary and subject to change.",,
