"Moving Violations",,
"43rd Precinct",,
"February ",,
043sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,6
"Brake Lights (Defect.or Improper)",68,140
"Bus Lane, Driving in",0,0
"Cell Phone",50,112
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",39,67
"Disobey Traffic Control Device",150,311
"Equipment (Other)",0,3
"Fail to Keep Right",0,0
"Fail to Signal",72,182
"Following Too Closely",2,2
"Headlights (Defect. or Improper)",86,189
"Improper Lights",2,2
"Improper Passing",7,16
"Improper Turn",102,208
"Improper/Missing Plates",28,49
"Not Giving R of W to Pedes.",145,180
"Not Giving R of W to Veh.",0,2
"One Way Street",3,11
"Pavement Markings",31,55
"Safety Belt",63,117
"School Bus, Passing Stopped",4,11
Speeding,30,83
Spillback,0,0
"Tinted Windows",81,196
"Truck Routes",0,0
U-Turn,2,3
Uninspected,2,2
Uninsured,27,62
"Unlicensed Operator",81,139
Unregistered,9,20
"Unsafe Lane Change",94,193
"Other Movers",31,74
"043TOTAL Movers ",1213,2435
,,
"* All figures are preliminary and subject to change.",,
