"Moving Violations",,
"5th Precinct",,
"February ",,
005sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",0,0
"Brake Lights (Defect.or Improper)",22,36
"Bus Lane, Driving in",0,0
"Cell Phone",23,45
"Commercial Veh on Pkwy",0,1
"Defective Brakes",0,0
"Disobey Steady Red Signal",50,108
"Disobey Traffic Control Device",228,433
"Equipment (Other)",17,21
"Fail to Keep Right",0,0
"Fail to Signal",20,25
"Following Too Closely",1,3
"Headlights (Defect. or Improper)",23,46
"Improper Lights",0,0
"Improper Passing",4,5
"Improper Turn",165,301
"Improper/Missing Plates",5,16
"Not Giving R of W to Pedes.",38,59
"Not Giving R of W to Veh.",7,8
"One Way Street",0,2
"Pavement Markings",20,34
"Safety Belt",23,45
"School Bus, Passing Stopped",0,3
Speeding,21,43
Spillback,10,19
"Tinted Windows",67,118
"Truck Routes",0,0
U-Turn,2,5
Uninspected,5,15
Uninsured,10,14
"Unlicensed Operator",23,48
Unregistered,4,8
"Unsafe Lane Change",1,1
"Other Movers",71,128
"005TOTAL Movers ",860,1590
,,
"* All figures are preliminary and subject to change.",,
