"Moving Violations",,
"19th Precinct",,
"February ",,
019sum,,
"Offense Description","MTD 2016","YTD 2016"
"Backing Unsafely",4,7
"Brake Lights (Defect.or Improper)",13,29
"Bus Lane, Driving in",3,3
"Cell Phone",38,52
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",69,134
"Disobey Traffic Control Device",261,433
"Equipment (Other)",5,8
"Fail to Keep Right",1,2
"Fail to Signal",15,36
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",10,17
"Improper Lights",0,0
"Improper Passing",1,9
"Improper Turn",385,707
"Improper/Missing Plates",14,23
"Not Giving R of W to Pedes.",122,174
"Not Giving R of W to Veh.",4,4
"One Way Street",7,20
"Pavement Markings",6,32
"Safety Belt",2,5
"School Bus, Passing Stopped",8,18
Speeding,5,8
Spillback,1,2
"Tinted Windows",21,43
"Truck Routes",3,7
U-Turn,2,6
Uninspected,3,7
Uninsured,24,37
"Unlicensed Operator",25,55
Unregistered,8,25
"Unsafe Lane Change",12,26
"Other Movers",30,53
"019TOTAL Movers ",1102,1982
,,
"* All figures are preliminary and subject to change.",,
