"Moving Violations",,
"26th Precinct",,
"October  ",,
026sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,8
"Brake Lights (Defect.or Improper)",2,46
"Bus Lane, Driving in",0,0
"Cell Phone",88,623
"Commercial Veh on Pkwy",5,14
"Defective Brakes",0,2
"Disobey Steady Red Signal",29,201
"Disobey Traffic Control Device",115,777
"Equipment (Other)",1,61
"Fail to Keep Right",0,11
"Fail to Signal",8,51
"Following Too Closely",0,1
"Headlights (Defect. or Improper)",3,72
"Improper Lights",0,0
"Improper Passing",0,0
"Improper Turn",34,354
"Improper/Missing Plates",1,7
"Not Giving R of W to Pedes.",75,387
"Not Giving R of W to Veh.",1,38
"One Way Street",0,8
"Pavement Markings",52,389
"Safety Belt",16,149
"School Bus, Passing Stopped",18,45
Speeding,51,836
Spillback,1,3
"Tinted Windows",3,59
"Truck Routes",0,0
U-Turn,6,64
Uninspected,1,15
Uninsured,20,137
"Unlicensed Operator",21,168
Unregistered,4,37
"Unsafe Lane Change",2,13
"Other Movers",50,308
"026TOTAL Movers ",608,4884
,,
"* All figures are preliminary and subject to change.",,
