"Moving Violations",,
"122nd Precinct",,
"October  ",,
122sum,,
"Offense Description","MTD 2015","YTD 2015"
"Backing Unsafely",1,5
"Brake Lights (Defect.or Improper)",11,148
"Bus Lane, Driving in",1,28
"Cell Phone",107,882
"Commercial Veh on Pkwy",13,42
"Defective Brakes",0,5
"Disobey Steady Red Signal",31,236
"Disobey Traffic Control Device",268,1807
"Equipment (Other)",10,92
"Fail to Keep Right",1,2
"Fail to Signal",111,669
"Following Too Closely",4,41
"Headlights (Defect. or Improper)",6,72
"Improper Lights",0,1
"Improper Passing",2,10
"Improper Turn",8,61
"Improper/Missing Plates",6,128
"Not Giving R of W to Pedes.",43,134
"Not Giving R of W to Veh.",11,74
"One Way Street",7,37
"Pavement Markings",56,229
"Safety Belt",143,1142
"School Bus, Passing Stopped",7,33
Speeding,334,1985
Spillback,0,2
"Tinted Windows",61,1137
"Truck Routes",14,84
U-Turn,11,108
Uninspected,6,46
Uninsured,58,441
"Unlicensed Operator",116,962
Unregistered,13,158
"Unsafe Lane Change",13,118
"Other Movers",127,998
"122TOTAL Movers ",1600,11917
,,
"* All figures are preliminary and subject to change.",,
